cue,trial,raw_text,parsed,ok
conceal,0,"hide, secret, mask",hide|secret|mask,True
conceal,1,"hide, secret, mask",hide|secret|mask,True
conceal,2,"hide, secret, mask",hide|secret|mask,True
conceal,3,"hide, secret, mask",hide|secret|mask,True
conceal,4,"hide, secret, mask",hide|secret|mask,True
conceal,5,"hide, secret, mask",hide|secret|mask,True
conceal,6,"hide, secret, mask",hide|secret|mask,True
conceal,7,"hide, secret, mask",hide|secret|mask,True
conceal,8,"hide, secret, mask",hide|secret|mask,True
conceal,9,"hide, secret, mask",hide|secret|mask,True
conceal,10,"hide, secret, mask",hide|secret|mask,True
conceal,11,"hide, secret, mask",hide|secret|mask,True
conceal,12,"hide, secret, mask",hide|secret|mask,True
conceal,13,"hide, secret, mask",hide|secret|mask,True
conceal,14,"hide, secret, mask",hide|secret|mask,True
conceal,15,"hide, secret, mask",hide|secret|mask,True
conceal,16,"hide, secret, mask",hide|secret|mask,True
conceal,17,"hide, secret, mask",hide|secret|mask,True
conceal,18,"hide, secret, mask",hide|secret|mask,True
conceal,19,"hide, secret, mask",hide|secret|mask,True
conceal,20,"hide, secret, mask",hide|secret|mask,True
conceal,21,"hide, secret, mask",hide|secret|mask,True
conceal,22,"hide, secret, mask",hide|secret|mask,True
conceal,23,"hide, secret, mask",hide|secret|mask,True
conceal,24,"hide, secret, mask",hide|secret|mask,True
conceal,25,"hide, secret, mask",hide|secret|mask,True
conceal,26,"hide, secret, mask",hide|secret|mask,True
conceal,27,"hide, secret, mask",hide|secret|mask,True
conceal,28,"hide, secret, mask",hide|secret|mask,True
conceal,29,"hide, secret, mask",hide|secret|mask,True
conceal,30,"hide, secret, mask",hide|secret|mask,True
conceal,31,"hide, secret, mask",hide|secret|mask,True
conceal,32,"hide, secret, mask",hide|secret|mask,True
conceal,33,"hide, secret, mask",hide|secret|mask,True
conceal,34,"hide, secret, mask",hide|secret|mask,True
conceal,35,"hide, secret, mask",hide|secret|mask,True
conceal,36,"hide, secret, mask",hide|secret|mask,True
conceal,37,"hide, secret, mask",hide|secret|mask,True
conceal,38,"hide, secret, mask",hide|secret|mask,True
conceal,39,"hide, secret, mask",hide|secret|mask,True
