cue,trial,raw_text,parsed,ok
Gemini,0,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,1,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,2,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,3,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,4,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,5,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,6,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,7,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,8,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,9,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,10,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,11,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,12,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,13,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,14,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,15,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,16,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,17,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,18,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,19,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,20,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,21,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,22,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,23,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,24,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,25,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,26,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,27,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,28,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,29,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,30,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,31,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,32,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,33,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,34,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,35,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,36,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,37,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,38,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,39,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,40,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,41,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,42,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,43,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,44,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,45,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,46,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,47,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,48,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,49,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,50,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,51,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,52,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,53,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,54,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,55,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,56,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,57,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,58,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,59,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,60,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,61,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,62,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,63,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,64,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,65,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,66,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,67,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,68,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,69,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,70,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,71,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,72,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,73,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,74,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,75,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,76,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,77,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,78,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,79,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,80,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,81,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,82,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,83,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,84,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,85,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,86,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,87,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,88,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,89,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,90,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,91,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,92,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,93,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,94,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,95,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,96,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,97,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,98,"zodiac, twins, constellation",zodiac|twins|constellation,True
Gemini,99,"zodiac, twins, constellation",zodiac|twins|constellation,True
anthem,0,"national, song, patriotic",national|song|patriotic,True
anthem,1,"national, song, patriotic",national|song|patriotic,True
anthem,2,"national, song, patriotic",national|song|patriotic,True
anthem,3,"national, song, pride",national|song|pride,True
anthem,4,"national, song, patriotic",national|song|patriotic,True
anthem,5,"national, song, patriotic",national|song|patriotic,True
anthem,6,"national, song, flag",national|song|flag,True
anthem,7,"national, song, pride",national|song|pride,True
anthem,8,"national, song, patriotic",national|song|patriotic,True
anthem,9,"national, song, patriotic",national|song|patriotic,True
anthem,10,"national, song, patriotic",national|song|patriotic,True
anthem,11,"national, song, patriotic",national|song|patriotic,True
anthem,12,"national, song, patriotic",national|song|patriotic,True
